具	そな.える つぶさ.に
典	
养	
兼	か.ねる -か.ねる
兾	こいねが.う こいねが.わくは
冀	こいねが.う こいねが.わくは
冂	
冃	ずきん おお.う
冄	あや.うい
内	うち
円	まる.い まる まど まど.か まろ.やか
冉	あや.うい
冊	ふみ
冋	まきがまえ えながまえ どうがまえ けいがまえ
册	ふみ
再	ふたた.び
冎	わ.ける さ.く
冏	あきらか
冐	おか.す
冑	かぶと よろい
冒	おか.す
冓	かま.える
冕	かんむり
冖	
冗	
冘	おこた.る ためら.う うたが.う
写	うつ.す うつ.る うつ- うつ.し
冝	よろ.しい よろ.しく
冠	かんむり
冡	おお.う
冢	つか おお.う
冣	もっと.も つま
冤	
冥	くら.い
冦	あだ.する
冨	と.む とみ
冩	うつ.す うつ.る
冪	
冫	こおり
冬	ふゆ
冭	なめ.らか
冰	こおり ひ こお.る
冱	さ.える こお.る ひ.える
冲	おき おきつ ちゅう.する わく
决	き.める き.まる さ.く
冴	さ.える こお.る ひ.える
况	まし.て いわ.んや おもむき
冶	い.る
冷	つめ.たい ひ.える ひ.や ひ.ややか ひ.やす ひ.やかす さ.める さ.ます
冸	と.ける
冺	ほろ.びる
冼	さむ.い
冽	きよ.い
冾	やわ.らぐ
冿	すす.む
凂	
凃	
凄	さむ.い すご.い すさ.まじい
凅	か.れる か.らす こお.る
准	
凈	ひややか
凉	すず.しい すず.む すず.やか うす.い ひや.す まことに
凊	さむい すずしい
凋	しぼ.む
凌	しの.ぐ
凍	こお.る こご.える こご.る い.てる し.みる
减	へ.る へ.らす
凑	みなと あつ.まる
凒	しろ.い さむ.い
凓	さむ.い
凕	こお.る
凖	じゅん.じる じゅん.ずる なぞら.える のり ひと.しい みずもり
凘	
凛	きびし.い
凜	きびし.い
凝	こ.る こ.らす こご.らす こご.らせる こご.る
凞	やわ.らぐ
几	きにょう
凡	およ.そ おうよ.そ すべ.て
凢	およ.そ おおよ.そ すべ.て
凥	い.る お.る
処	ところ -こ お.る
凧	いかのぼり たこ
凩	こがらし
凪	なぎ な.ぐ
凭	もた.れる よ.る
凮	かぜ かざ-
凰	おおとり
凱	かちどき やわらぐ
凲	
凳	こしか.け
凴	
凵	
凶	
凷	かた.まり つちくれ
凸	でこ
凹	くぼ.む へこ.む ぼこ
出	で.る -で だ.す -だ.す い.でる い.だす
函	はこ い.れる
凾	はこ い.れる
刀	かたな そり
刁	
刂	
刃	は やいば き.る
刄	は やいば き.る
刅	つく.る はじ.める きず.つける
分	わ.ける わ.け わ.かれる わ.かる わ.かつ
切	き.る -き.る き.り -き.り -ぎ.り き.れる -き.れる き.れ -き.れ -ぎ.れ
刈	か.る
刊	
刋	き.る けず.る
刎	は.ねる くびは.ねる
刑	
划	さおさ.す かま さ.く
刓	けず.る た.つ え.る すりへ.る
刔	えぐ.る
刕	さ.く
刖	き.る あやう.い
列	
刘	ころ.す
初	はじ.め はじ.めて はつ はつ- うい- -そ.める -ぞ.め
刢	さ.く
判	わか.る
別	わか.れる わ.ける
刧	おびや.かす
刨	けず.る
利	き.く
刪	けず.る
刮	こそ.げる けず.る
到	いた.る
刱	はじ.める きず.つく
刲	さ.す さ.く えぐ.る ころ.す
刳	く.る えぐ.る
刵	みみきり
制	
刷	す.る -ず.り -ずり は.く
券	
刹	
刺	さ.す さ.さる さ.し さし とげ
刻	きざ.む きざ.み
刼	
剃	まい そ.る す.る
剄	くびき.る
剅	さ.く さ.ける
則	のっと.る
剉	くじく かどをと.る
削	けず.る はつ.る そ.ぐ
剋	かつ
剌	もと.る
前	まえ -まえ
剏	はじ.める
剔	えぐ.る そ.る
剕	あしき.る
剖	
剗	けず.る
剘	まこと ただ.す さ.く
剚	さ.す さしこ.む お.く
剛	
剜	けず.る えぐ.る
剝	はぐ むく はげる
剞	きざ.む
剟	けず.る さきと.る そぐ う.つ
剠	いれずみ かすめと.る
剡	するど.い するどく.する けず.る
剣	つるぎ
剤	かる けず.る
剥	へ.ぐ へず.る む.く む.ける は.がれる は.ぐ は.げる は.がす
剦	おお.う
剩	あまつさえ あま.り あま.る
剪	き.る つ.む
剬	たつ さばく
剮	わ.ける さ.く
副	
剰	あまつさえ あま.り あま.る
剱	つるぎ
割	わ.る わり わ.り わ.れる さ.く
剳	さ.す
剴	
創	つく.る はじ.める きず けず.しける
剷	けず.る
剸	き.る さ.く た.つ ほしいまま
剹	ころ.す けず.る
剽	おびや.かす さす
剿	
劀	けず.る
劂	けず.る
劃	わ.かつ かぎ.る
劄	さす かぎ かま
劅	
劇	
劈	つんざ.く さく
劉	ころ.す
劊	た.つ
劌	そこ.なう さ.く はり とげ あ.う
劍	つるぎ
劑	かる けず.る
劒	つるぎ
劓	はなき.る はなきり さ.く
劔	つるぎ
劕	たち ただ.す もと わりふ
劖	た.つ けず.る
劗	へ.らす き.る
劘	けず.る する わ.ける
劚	き.る
力	ちから
劜	つよ.い
功	いさお
加	くわ.える くわ.わる
劣	おと.る
劤	ちから
劥	つよ.い
劦	にわか ととの.う
劧	かた.い
助	たす.ける たす.かる す.ける すけ
努	つと.める
劫	おびや.かす
劬	つか.れる
劭	つと.める
劯	つよ.い
劰	つと.める
励	はげ.む はげ.ます
労	ろう.する いたわ.る いた.ずき ねぎら つか.れる ねぎら.う
劵	てがた わりふ
劶	つと.める
劷	すす.める
劸	せま.る
効	き.く ききめ なら.う
劺	すすめはげ.ます
劻	あわ.てる
劼	
劽	か.る
劾	
勀	つと.める かつ
勁	つよ.い
勃	おこ.る にわかに
勄	さとい
勅	いまし.める みことのり
勆	つよ.い
勇	いさ.む
勈	いさ.む
勉	つと.める
勊	
勌	つと.める う.む
勍	つよ.い
勏	つと.める
勐	
勑	いたわ.る ただ.す おさ.める
勒	くつわ
勔	つと.める すす.める
動	うご.く うご.かす
勖	つと.める
勗	つと.める
勘	
務	つと.める
勛	いさお
勜	つよ.い
勝	か.つ -が.ち まさ.る すぐ.れる かつ
勞	ろう.する いたわ.る いた.ずき ねぎら.う つか.れる ねぎら.い
募	つの.る
勠	あわ.せる
勡	かす.める
勢	いきお.い はずみ
勣	いさお つむ.ぐ
勤	つと.める -づと.め つと.まる いそ.しむ
勥	せま.る つと.める
勦	
勧	すす.める
勨	ゆる.やか うご.く
勩	いたつき つか.れる
勪	すす.む
勬	つと.める すこ.やか
勰	かな.う あ.う
勱	つと.める
勲	いさお
勳	いさお
勴	たす.ける
勵	はげ.む はげ.ます
勶	はな.つ とりさ.る
勷	はし.る
勸	すす.める
勹	つつ.む
勺	
勻	すくない ひとしい
勾	かぎ ま.がる
勿	なか.れ なし
匀	すく.ない ひと.しい
匁	もんめ め
匂	にお.う にお.い にお.わせる
匃	こう あた.える
包	つつ.む くる.む
匆	いそが.しい
匇	
匈	
匊	むす.ぶ すく.う たなごころ
匋	やきもの
匌	あ.う めぐ.る
匍	は.う
匏	ひさご
匐	
匑	うやま.う
匓	あつ はか.る
匕	さじ
化	ば.ける ば.かす ふ.ける け.する
北	きた
匘	のうず.る
匙	さじ
匚	
匛	ひちぎ ひつぎ
匜	ひさげ はんぞう
匝	めぐ.る
匞	たくみ
匟	
匠	たくみ
匡	すく.う
匣	はこ
匤	はこ
匥	はこ
匧	はこ
匨	くら おさ.める かく.れる
匩	すく.う
匪	あら.ず かたみ
匫	いつわ.る
匬	ます もたい
匭	はこ くく.る
匯	がい めぐ.る
匰	ずし はこ
匱	ひつ
匲	くしげ はこ
匳	くしげ はこ
匵	ひつ はこ
匸	
匹	ひき
区	
医	い.やす い.する くすし
匼	こびへつら.う めぐ.る
匽	かく.す ふ.す なび.く はこ どぶ
匾	うす.い ひら.たい がく
匿	かくま.う
區	
十	とお と
卂	とぶ
千	ち
卅	さんじゅう
卆	そっ.する お.える お.わる ついに にわか
升	ます
午	うま
卉	くさ
半	なか.ば
卋	よ よよ さんじゅう う.む う.まれる
卌	よんじゅう しじゅう
卍	まんじ
卑	いや.しい いや.しむ いや.しめる
卒	そっ.する お.える お.わる ついに にわか
卓	
協	
南	みなみ
単	ひとえ
卙	あつ.まる
博	
卛	ひき.いる
卜	うらな.う うらない
卞	
占	し.める うらな.う
卡	
卣	さけつぼ
卥	
卦	うらかた
卧	
卩	わりふ
卬	のぞ.む な.す たか.ぶる
卭	
卮	さかずき
卯	う
印	しるし -じるし しる.す
危	あぶ.ない あや.うい あや.ぶむ
卲	たか.い
即	つ.く つ.ける すなわ.ち
却	かえ.って しりぞ.く しりぞ.ける
卵	たまご
卷	ま.く まき
卸	おろ.す おろし おろ.し
卹	うれ.える
卺	さかずき
卻	かえ.って しりぞ.く しりぞ.ける
卽	つく すなわち もし
卾	うわあご
卿	きみ
厂	かりがね
厃	あお.ぐ たるき のき
厄	
厇	さ.く はりつ.け ひら.く
厈	かりがね がんだれ
厎	と.ぐ といし みが.く たいら.にする
厓	がけ きし かたえ はて
